Title,Location,Company,Posting,Salary,Salary_Low,Salary_High,Unit,Currency
Area Sales Manager - Bali NUSRA (Consumer Good),Denpasar,,20 hari yang lalu,,,,,
Housekeeping Staff Canggu,Bali,La Finca Management,2 jam yang lalu,,,,,
Sales Retail Supervisor - Denpasar,Denpasar,PT Korea Tomorrow & Global Indonesia,8 hari yang lalu,,,,,
Data Entry Staff,Denpasar,PT. Seafood Inspection Laboratory,11 hari yang lalu,,,,,
Junior Architect,Bali,CV Karya Dewata Konstruksi,2 jam yang lalu,,,,,
Social Media Marketing (Content Creator) - Denpasar Utara,Denpasar Utara,KEMAS SURYA TEKNOVASI,25 hari yang lalu,Rp 3.500.000 – Rp 4.000.000 per month,3500000.0,4000000.0,month,IDR
Human Resource Supervisor,Badung,PT Indovision Prima Film (AVB),8 hari yang lalu,Rp 5.000.000 – Rp 7.500.000 per month,5000000.0,7500000.0,month,IDR
Supervisor Operasional Padel Sport,Denpasar Barat,Wutama Group,23 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,5000000.0,7000000.0,month,IDR
"Sales Executive Horeca (Denpasar, Lombok, Yogyakarta, Surabaya)",Denpasar,PT Sukanda Djaya,8 hari yang lalu,,,,,
Guest Experience Expert (Guest Service Agent)25144954,Kuta,Sheraton Bali Kuta Resort,4 hari yang lalu,,,,,
Area Sales Manager - Balinusra,Denpasar,PT Yadea Manufaktur Kendaraan Listrik,27 hari yang lalu,,,,,
Architectural/Structural Supervisor,Kuta Selatan,PT. MAZARI PROPERTIES GROUP,2 hari yang lalu,Rp 6.000.000 – Rp 8.000.000 per month,6000000.0,8000000.0,month,IDR
Waiter / Waitress,Kuta Utara,PT. G Swing Adventures Indonesia,4 hari yang lalu,,,,,
administration and customer services,Bali,Fun Day Nusa Dua,20 hari yang lalu,Rp 4.500.000 – Rp 6.700.000 per month,4500000.0,6700000.0,month,IDR
Sales Consultant (Gallery) - Denpasar,Denpasar,PT Quadra Dinamika Internasional,29 hari yang lalu,Rp 10.000.000 – Rp 15.000.000 per month,10000000.0,15000000.0,month,IDR
Promotion Staff Denpasar Branch,Denpasar,PT SHARP Electronics Indonesia,14 hari yang lalu,,,,,
Clothing Production Quality Control,Kuta Utara,PT. Menikmati Distribusi,6 hari yang lalu,,,,,
Export / Import Document Specialist,Denpasar Selatan,PT Seafood Inspection Laboratory,15 hari yang lalu,Rp 3.300.000 – Rp 3.500.000 per month,3300000.0,3500000.0,month,IDR
Kitchen Engineering,Kuta,PT Karang Mas Sejahtera,6 hari yang lalu,,,,,
Retail Sales,Bali,PT Daikin Airconditioning Indonesia,23 jam yang lalu,Rp 10.600.000 – Rp 11.000.000 per month,10600000.0,11000000.0,month,IDR
Mencari Dokter Aesthetic,Seminyak,KLINIK EDITH,9 hari yang lalu,Rp 30.000.000 – Rp 35.000.000 per month,30000000.0,35000000.0,month,IDR
Preferred Relationship Manager - Penempatan Area Denpasar Bali,Denpasar,PT CIMB Niaga Tbk,12 hari yang lalu,,,,,
Relationship Manager Priority,Denpasar,"PT Bank Permata, Tbk",26 hari yang lalu,,,,,
RESTAURANT & BAR MANAGER - BALI,Kuta,PT Hartono Raya Motor (Surabaya),22 hari yang lalu,,,,,
Sheraton Bali Kuta Resort - University Intern - F&B Service,Kuta,Sheraton Bali Kuta Resort,30+ hari yang lalu,,,,,
Sales Representative,Denpasar,PT Futurity Marketing International,24 hari yang lalu,Rp 4.000.000 – Rp 5.000.000 per month,4000000.0,5000000.0,month,IDR
Villa Supervisor,Kuta,Gravity Bali,11 hari yang lalu,,,,,
Property manager,Bali,,22 jam yang lalu,Rp 6.500.000 – Rp 8.000.000 per month,6500000.0,8000000.0,month,IDR
Construction Manager,Bali,Daewoong Bio Indonesia,5 hari yang lalu,,,,,
Pool Attendant & Gardener,Badung,Apex Property Management,27 hari yang lalu,Rp 3.500.000 – Rp 4.500.000 per month,3500000.0,4500000.0,month,IDR
Facilities Maintenance,Kuta,Gravity Bali,7 hari yang lalu,,,,,
Valet Attendant,Kuta Utara,Topstretching Bali,1 jam yang lalu,,,,,
Sales Consultant Executive (Project),Denpasar,PT Quadra Dinamika Internasional,29 hari yang lalu,Rp 13.500.000 – Rp 20.000.000 per month,13500000.0,20000000.0,month,IDR
Reservation Officer,Badung,PT Bahasa Property Management,30+ hari yang lalu,Rp 3.500.000 – Rp 4.000.000 per month,3500000.0,4000000.0,month,IDR
Villa Butler,Badung,The Aarya,22 hari yang lalu,Rp 4.000.000 – Rp 5.500.000 per month,4000000.0,5500000.0,month,IDR
Supervisor Warehouse (Denpasar),Denpasar,PT Sukanda Djaya,26 hari yang lalu,,,,,
Chef De Partie (CDP),Badung,Wahaha,26 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month,5000000.0,7000000.0,month,IDR
IT OFFICER - BALI,Kuta,PT Hartono Raya Motor (Surabaya),20 hari yang lalu,,,,,
Accounting Staff,Denpasar,PT Seafood Inspection Laboratory,20 hari yang lalu,,,,,
Pool Attendant,Badung,Nusa Dua Bayview,31 menit yang lalu,,,,,
Print Manager,Badung,PT. MOTEL ROCKS BALI,28 hari yang lalu,,,,,
Customer Service Staff,Denpasar,PT INTERNET MADJU ABAD MILENINDO,4 jam yang lalu,,,,,
Activity Admin,Bali,Daewoong Bio Indonesia,8 hari yang lalu,,,,,
Local Area Marketing Professional (Bali),Bali,"PT Darya Varia Laboratoria, Tbk",23 hari yang lalu,,,,,
Engineer on Site,Denpasar,PT Centrin Online Prima,18 hari yang lalu,,,,,
Site Superviser,Ubud,PT. PMA ASTRA GROUP MANAGEMENT,15 hari yang lalu,Rp 5.000.000 – Rp 7.500.000 per month,5000000.0,7500000.0,month,IDR
Security Supervisor,Kuta Selatan,La Santa Rosa,13 hari yang lalu,,,,,
RESERVATION LEISURE CONSULTANT (reservation & quotation) - Bali office,Bali,PT Destination Asia,21 hari yang lalu,,,,,
Multi Property Director of Engineering25143579,Kuta,Sheraton Bali Kuta Resort,6 hari yang lalu,,,,,
Accounting and Tax Consultant,Badung,PT. Smart Advisory Solutions,14 hari yang lalu,,,,,
Retail Sales Cashier,Bali,PT Dufrindo Internasional,6 hari yang lalu,Rp 4.000.000 – Rp 6.000.000 per month,4000000.0,6000000.0,month,IDR
Beauty Advisor - Luxury brands,Bali,PT Dufrindo Internasional,13 hari yang lalu,Rp 4.000.000 – Rp 6.000.000 per month,4000000.0,6000000.0,month,IDR
3D Modeler,Badung,PT. Concepts Conveyed Studio,12 hari yang lalu,Rp 4.000.000 – Rp 5.500.000 per month,4000000.0,5500000.0,month,IDR
Medical Equipment Sales & Product Specialist,Bali,Lumary Birumas,19 jam yang lalu,,,,,
Home Care / Contact Center - Denpasar,Denpasar,DutaGM,13 jam yang lalu,,,,,
Staff Reservasi,Denpasar Barat,CV Bali Midori Transport,23 jam yang lalu,Rp 3.000.000 – Rp 3.500.000 per month,3000000.0,3500000.0,month,IDR
Automation Engineer,Bali,PT John Galt Properties,12 hari yang lalu,Rp 12.000.000 – Rp 18.000.000 per month,12000000.0,18000000.0,month,IDR
Floor Supervisor,Kuta Selatan,La Santa Rosa,7 hari yang lalu,,,,,
Wedding Stylist Assistant,Badung,Bali Love,22 hari yang lalu,Rp 4.000.000 – Rp 5.000.000 per month,4000000.0,5000000.0,month,IDR
Runner Purchasing,Badung,PT. Black Sand Bali,3 jam yang lalu,Rp 3.534.338 – Rp 4.500.000 per month,3534338.0,4500000.0,month,IDR
E-Commerce Manager,Gianyar,Taman Safari Indonesia,18 hari yang lalu,,,,,
Green School Internship (Program Magang) Aug-Dec 2025,Badung,Green School Bali,30+ hari yang lalu,,,,,
Sales Supervisor Fine Food & Beverage,Denpasar,PT Sukanda Djaya,26 hari yang lalu,,,,,
Branch Manager - Consumer Electronics,Bali,PT Trust Recruit Indonesia,13 hari yang lalu,Rp 20.000.000 – Rp 25.000.000 per month,20000000.0,25000000.0,month,IDR
Management Trainee Store Supervisor - BALI AREA,Bali,Kurnia Ciptamoda Gemilang,29 hari yang lalu,,,,,
Captain Waiter / Waitress,Badung,El Kabron,20 jam yang lalu,,,,,
Marketing Manager,Bali,PT Asoka Bunga Khatulistiwa,21 hari yang lalu,,,,,
Group Marketing Manager - Luxury Real Estate,Bali,PT Talenta Eksekutif Asia (Matcha Talent),3 hari yang lalu,,,,,
Sales staff Retail,Bali,PT Dufrindo Internasional,30+ hari yang lalu,Rp 4.000.000 – Rp 6.000.000 per month,4000000.0,6000000.0,month,IDR
SERVICE FRONTLINE (KC BALI),Bali,PT. Bank KEB Hana Indonesia,8 hari yang lalu,,,,,
HOUSEKEEPING STAFF BALI,Bali,,11 hari yang lalu,Rp 3.000.000 – Rp 3.500.000 per month,3000000.0,3500000.0,month,IDR
Retail Sales Associates,Bali,PT Dufrindo Internasional,12 hari yang lalu,Rp 3.500.000 – Rp 4.500.000 per month,3500000.0,4500000.0,month,IDR
Sales Specialist,Kuta Utara,HOOKAH PLACE CANGGU,13 jam yang lalu,,,,,
Community Officer Bali - Denpasar,Denpasar,PT Bank Tabungan Pensiunan Nasional Syariah Tbk,1 hari yang lalu,,,,,
Sales Manager - Land and Luxury Property Development,Bali,PT Talenta Eksekutif Asia (Matcha Talent),3 hari yang lalu,,,,,
Client Relations Officer,Kuta Utara,Woodara Global Company,1 hari yang lalu,,,,,
Area Sales Supervisor GT MT - Denpasar,Bali,ASIA PULP AND PAPER,29 hari yang lalu,,,,,
Sourcing and Operations Assistant for a garment factory in Bali-,Bali,DHARMA INITIATIVE,6 hari yang lalu,Rp 6.000.000 – Rp 7.500.000 per month,6000000.0,7500000.0,month,IDR
Brand Activation Executive (BAE) - Bali Nusra,Bali,PT Marketama Indah,29 hari yang lalu,,,,,
Civil Engineer,Ubud,PT Vienna Lux Cooperation,19 hari yang lalu,Rp 7.000.000 – Rp 8.000.000 per month,7000000.0,8000000.0,month,IDR
Butler,Kuta,Sin Nombre Bali,21 jam yang lalu,,,,,
Concierge Agent,Bali,PT. Turnkey Properties Indonesia (Betterplace Property Management & Real Estate),7 hari yang lalu,Rp 5.000.000 – Rp 5.500.000 per month,5000000.0,5500000.0,month,IDR
Project Controller,Bali,Stilt Studios,8 hari yang lalu,Rp 6.500.000 – Rp 7.500.000 per month,6500000.0,7500000.0,month,IDR
Cook,Kuta Utara,Silk Restaurant,2 hari yang lalu,,,,,
Restaurant Engineering,Bali,Bamboo bar & grill restaurant,11 hari yang lalu,,,,,
Customer Service (German Speaker),Bali,Teleperformance,29 hari yang lalu,,,,,
"Sales Store - Jewellery Representative (Frank & Co, The Palace) - Bali",Bali,PT Central Mega Kencana,7 hari yang lalu,,,,,
Accounting Staff,Denpasar,PT Seafood Inspection Laboratory,20 hari yang lalu,,,,,
3D Modeler,Badung,PT. Concepts Conveyed Studio,12 hari yang lalu,Rp 4.000.000 – Rp 5.500.000 per month,4000000.0,5500000.0,month,IDR
Senior Tax Consultant Manager,Bali,PT Cekindo Business International,30+ hari yang lalu,Rp 20.000.000 – Rp 25.000.000 per month,20000000.0,25000000.0,month,IDR
Engineer on Site,Denpasar,PT Centrin Online Prima,18 hari yang lalu,,,,,
Japanese Speaker Sales Executive - Hospitality - Bali (A-115712),Bali,RGF HR Agent Indonesia,22 hari yang lalu,Rp 5.300.000 – Rp 7.000.000 per month,5300000.0,7000000.0,month,IDR
Sales Executive (Mandarin Speaker) - Hospitality - Bali (A-115714),Bali,RGF HR Agent Indonesia,22 hari yang lalu,Rp 5.300.000 – Rp 7.000.000 per month,5300000.0,7000000.0,month,IDR
Doctor,Bali,THE DOCTOR ASSOCIATE,17 hari yang lalu,Rp 8.500.000 – Rp 12.000.000 per month,8500000.0,12000000.0,month,IDR
Senior Tax Manager Consultant,Bali,PT. Smart Advisory Solutions,28 hari yang lalu,,,,,
Sales Supervisor Fine Food & Beverage,Denpasar,PT Sukanda Djaya,26 hari yang lalu,,,,,
ASSISTANT GENERAL MANAGER,Ubud,RESTAURANT,21 jam yang lalu,Rp 9.000.000 – Rp 12.000.000 per month,9000000.0,12000000.0,month,IDR
Director of Operations25145793,Kuta Selatan,The Ritz-Carlton,1 hari yang lalu,,,,,
Administrator,Gianyar,Pithecanthropus Bali,1 hari yang lalu,,,,,
Project Manager,Bali,PT Graha Tunggal Nusamandiri,1 hari yang lalu,,,,,
Villa Manager,Bali,BALIMMO DEVELOPMENT GROUP,1 hari yang lalu,Rp 6.000.000 – Rp 8.000.000 per month,6000000.0,8000000.0,month,IDR
Front Office Staff,Badung,The Lagoon Pool Hotel & Suites,2 hari yang lalu,,,,,
MESSENGER - BALI,Bali,Revass Utama Medika PT,16 hari yang lalu,,,,,
"Sales Supervisor - Leasing & Travel Agent (GWK,Bali)",Kuta Selatan,Garuda Wisnu Kencana Cultural Park,8 hari yang lalu,,,,,
Guest Support Officer,Bali,PT. Turnkey Properties Indonesia (Betterplace Property Management & Real Estate),6 hari yang lalu,Rp 4.500.000 – Rp 5.000.000 per month,4500000.0,5000000.0,month,IDR
Merchant Acquisition (Bali),Bali,PT Media Indonusa (Jakarta),12 hari yang lalu,,,,,
Housekeeping Attendant,Kuta Utara,Escape Haven Bali,3 hari yang lalu,,,,,
Front Desk Supervisor - Hilton Garden Inn Bali Airport,Kuta,Hilton Bali Resort,6 hari yang lalu,,,,,
Operational Manager (Bali - Nusra),Denpasar,,11 hari yang lalu,Rp 13.000.000 – Rp 16.000.000 per month,13000000.0,16000000.0,month,IDR
Guest Counter,Badung,Finns Beach Club,22 hari yang lalu,,,,,
Sales Executive25142788,Ubud,Westin Hotels & Resorts,6 hari yang lalu,,,,,
Customer Service Representative,Bali,PT Quiksilver Indonesia,8 hari yang lalu,,,,,
Villa Receptionist,Badung,La Brava,2 hari yang lalu,"Rp 3,500,000 – Rp 4,500,000 per month",3500000.0,4500000.0,month,IDR
Resort Host / Front Desk Agent,Banjar,Hilton Bali Resort,17 hari yang lalu,,,,,
Senior Property Associate - Bali,Bali,Cove,13 hari yang lalu,,,,,
Staf Reservasi,Denpasar Barat,Bali Midori Luxury Car Rental,23 jam yang lalu,,,,,
HR Cordinator,Badung,,7 hari yang lalu,Rp 5.000.000 – Rp 6.000.000 per month,5000000.0,6000000.0,month,IDR
"Food and Beverage Manager - Hiliwatu Bali Ubud, A Tribute Portfolio...",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,7 hari yang lalu,,,,,
Logistic,Denpasar Barat,Icelab,9 hari yang lalu,Rp 3.000.000 – Rp 3.500.000 per month,3000000.0,3500000.0,month,IDR
"Rooms Division Manager - Hiliwatu Bali Ubud, a Tribute Portfolio Resort25143670",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,5 hari yang lalu,,,,,
Staf ATEM,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
Tenaga Teknis Kefarmasian,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
GENERAL MANAGER RESTAURANT,Denpasar Selatan,RESTAURANT,23 hari yang lalu,Rp 15.000.000 – Rp 18.000.000 per month,15000000.0,18000000.0,month,IDR
"Director of Sales & Marketing - Hiliwatu Bali Ubud, a Tribute Portfolio...",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,4 hari yang lalu,,,,,
Teknisi,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
Staf Reservasi,Denpasar Barat,Bali Midori Luxury Car Rental,23 jam yang lalu,,,,,
Waiter / Waitress,Kuta Utara,Lola's Cantina Mexicana (Canggu),6 hari yang lalu,,,,,
Lowongan Kerja Housekeeping Staff,Denpasar,The Wrong Gym,30+ hari yang lalu,,,,,
"Human Resources Manager - Hiliwatu Bali Ubud, a Tribute Portfolio Resort25141151",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,7 hari yang lalu,,,,,
Outlet Supervisor,Kuta Utara,Ettore Gelato,6 hari yang lalu,,,,,
Logistic,Denpasar Barat,Icelab,9 hari yang lalu,Rp 3.000.000 – Rp 3.500.000 per month,3000000.0,3500000.0,month,IDR
Commis Pastry and Bakery25142119,Kuta Utara,Fairfield by Marriott,8 hari yang lalu,,,,,
IT Administrator Officer,Denpasar,Yayasan Bina Nusantara,29 hari yang lalu,,,,,
"Chief Engineer - Hiliwatu Bali Ubud, a Tribute Portfolio Resort25141164",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,7 hari yang lalu,,,,,
Lowongan Kerja Room Attendant,Denpasar,Marriott International,30+ hari yang lalu,,,,,
Staff Fotocopy,Denpasar,PT. Hippocrates Medical Store,30+ hari yang lalu,,,,,
IT Administration Senior Officer,Denpasar,Yayasan Bina Nusantara,29 hari yang lalu,,,,,
"Executive Chef - Hiliwatu Bali Ubud, a Tribute Portfolio Resort25141161",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,7 hari yang lalu,,,,,
Tutor EduKoding,Denpasar,EduKoding,30+ hari yang lalu,,,,,
MEP,Denpasar,Kastawan architects,26 hari yang lalu,,,,,
Finance And Accounting,Denpasar,Deutsch Lingua Bali,30+ hari yang lalu,,,,,
Reservation,Denpasar Selatan,Scoot Fast Cruises,24 hari yang lalu,Rp 3.000.000 – Rp 4.500.000 per month,3000000.0,4500000.0,month,IDR
Digital Marketing,Denpasar,Deutsch Lingua Bali,30+ hari yang lalu,,,,,
Lowongan Kerja Commis I,Denpasar,Marriott International,30+ hari yang lalu,,,,,
Lowongan Kerja Restaurant Manager,Denpasar,Marriott International,30+ hari yang lalu,,,,,
Lowongan Kerja HR and Administrative Assistant,Denpasar,Piumeno,30+ hari yang lalu,,,,,
Cashier (Mall Living World Denpasar),Denpasar,The K Group,30+ hari yang lalu,,,,,
Supervisor Restaurant (Mall Living World Denpasar),Denpasar,The K Group,30+ hari yang lalu,,,,,
Warehouse Staff (Mall Living World Denpasar),Denpasar,The K Group,30+ hari yang lalu,,,,,
Online Travel Agent,Denpasar Timur,PT KARANG BALI ASLI TUR,12 hari yang lalu,,,,,
HR Coordinator25142928,Seminyak,Four Points by Sheraton,7 hari yang lalu,,,,,
Chef de Cuisine - Bejana (Indonesian Restaurant)25142122,Kuta Selatan,The Ritz-Carlton,8 hari yang lalu,,,,,
Housekeeping Attendant,Denpasar Selatan,ASA PROPERTY GROUP,6 hari yang lalu,,,,,
Reservation,Denpasar Selatan,Scoot Fast Cruises,24 hari yang lalu,Rp 3.000.000 – Rp 4.500.000 per month,3000000.0,4500000.0,month,IDR
MEP,Denpasar,Kastawan architects,26 hari yang lalu,,,,,
Chef de Partie (Indonesian Food)25140591,Mengwi,Four Points by Sheraton,12 hari yang lalu,,,,,
Villa Host (Indonesian Citizen Only),Kuta Selatan,Alila Hotels and Resorts,5 hari yang lalu,,,,,
Staf ATEM,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
Commis Pastry and Bakery25142119,Kuta Utara,Fairfield by Marriott,8 hari yang lalu,,,,,
ASSISTANT GENERAL MANAGER,Ubud,RESTAURANT,21 jam yang lalu,Rp 9.000.000 – Rp 12.000.000 per month,9000000.0,12000000.0,month,IDR
"Guest Relation Team Leader (GWK, Bali)",Kuta Selatan,Garuda Wisnu Kencana Cultural Park,8 hari yang lalu,,,,,
Tenaga Teknis Kefarmasian,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
SHADOW TEACHER,Denpasar,IKIGAI Bali Light House,29 hari yang lalu,,,,,
"Executive Chef - Hiliwatu Bali Ubud, a Tribute Portfolio Resort25141161",Denpasar Selatan,Hiliwatu Bali Ubud a Tribute Portfolio Resort,7 hari yang lalu,,,,,
Waiter / Waitress,Kuta Utara,Lola's Cantina Mexicana (Canggu),6 hari yang lalu,,,,,
Housekeeping Attendant,Kuta Utara,Dip &amp; Doze Living Management,4 hari yang lalu,,,,,
Villa Receptionist,Badung,La Brava,2 hari yang lalu,"Rp 3,500,000 – Rp 4,500,000 per month",3500000.0,4500000.0,month,IDR
Front Office Staff,Badung,The Lagoon Pool Hotel & Suites,2 hari yang lalu,,,,,
GENERAL MANAGER RESTAURANT,Denpasar Selatan,RESTAURANT,23 hari yang lalu,Rp 15.000.000 – Rp 18.000.000 per month,15000000.0,18000000.0,month,IDR
Teknisi,Denpasar,Kasih Ibu Hospital Group Bali,6 hari yang lalu,,,,,
Staff Fotocopy,Denpasar,PT. Hippocrates Medical Store,30+ hari yang lalu,,,,,
HR Cordinator,Badung,,7 hari yang lalu,Rp 5.000.000 – Rp 6.000.000 per month,5000000.0,6000000.0,month,IDR
Receiving & Purchasing Officer25140341,Kuta Selatan,Westin Hotels & Resorts,12 hari yang lalu,,,,,
"Housekeeping Coordinator (Pererenan, Full-Time)",Mengwi,Outpost,30+ hari yang lalu,,,,,
Primary School Teacher,Badung,PT Green Tech Group,8 hari yang lalu,Rp 3.000.000 per month,3000000.0,3000000.0,month,IDR
CCS & Wedding Administrator25136479,Kuta Selatan,The Ritz-Carlton,18 hari yang lalu,,,,,
Online Travel Agent,Denpasar Timur,PT KARANG BALI ASLI TUR,12 hari yang lalu,,,,,
Guest Counter,Badung,Finns Beach Club,22 hari yang lalu,,,,,
Lowongan Kerja Housekeeping Staff,Denpasar,The Wrong Gym,30+ hari yang lalu,,,,,
Receptionist,Badung,Finns Beach Club,22 hari yang lalu,,,,,
Front Office Captain,Badung,Finns Beach Club,22 hari yang lalu,,,,,
Duty Manager,Kuta Selatan,PT Accor Advantageplus,30+ hari yang lalu,,,,,
Tutor EduKoding,Denpasar,EduKoding,30+ hari yang lalu,,,,,
Lowongan Kerja HR and Administrative Assistant,Denpasar,Piumeno,30+ hari yang lalu,,,,,
Lowongan Kerja Restaurant Manager,Denpasar,Marriott International,30+ hari yang lalu,,,,,
Asisten Manager,Bali,,7 hari yang lalu,,,,,
Property Acquisition Analyst,Bali,Buyerby,12 hari yang lalu,"Rp 7,000,000 – Rp 10,000,000 per month",7000000.0,10000000.0,month,IDR
Housekeeping Attendant,Kuta Utara,Escape Haven Bali,3 hari yang lalu,,,,,
Digital Marketing,Denpasar,Deutsch Lingua Bali,30+ hari yang lalu,,,,,
Chef de Partie (Indonesian Food)25140591,Mengwi,Four Points by Sheraton,12 hari yang lalu,,,,,
Kids Club Attendant25138727,Bali,Renaissance Hotels,14 hari yang lalu,,,,,
Corporate Sales Manager- Trans Studio Bali,Bali,PT Alfa Retailindo,5 hari yang lalu,,,,,
HR Cordinator,Badung,,7 hari yang lalu,Rp 5.000.000 – Rp 6.000.000 per month,5000000.0,6000000.0,month,IDR
Clothing Line Production & Quality Control,Kuta Utara,,6 hari yang lalu,Rp 4.500.000 – Rp 5.000.000 per month,4500000.0,5000000.0,month,IDR
Guest Counter,Badung,Finns Beach Club,22 hari yang lalu,,,,,
Housekeeping Supervisor,Kuta Utara,The Cakap Group,6 hari yang lalu,Rp 5.000.000 – Rp 5.500.000 per month,5000000.0,5500000.0,month,IDR
E-commerce Admin,Kuta Utara,PT IN FASHION sebagai rekruter PT IN FASHION,4 hari yang lalu,,,,,
Entertainment Manager - Kids Club,Bali,Family Nest Experience Villas,16 hari yang lalu,Rp 7.000.000 – Rp 10.000.000 per month,7000000.0,10000000.0,month,IDR
"Housekeeping Coordinator (Pererenan, Full-Time)",Mengwi,Outpost,30+ hari yang lalu,,,,,
Villa Manager,Bali,PT Miss Mellonie Fracis,10 hari yang lalu,Rp 6.000.000 – Rp 8.000.000 per month,6000000.0,8000000.0,month,IDR
Villa Receptionist,Badung,La Brava,2 hari yang lalu,"Rp 3,500,000 – Rp 4,500,000 per month",3500000.0,4500000.0,month,IDR
Kids Club Attendant,Bali,Family Nest Experience Villas,16 hari yang lalu,Rp 4.000.000 – Rp 6.000.000 per month,4000000.0,6000000.0,month,IDR
HOUSE KEEPER VILLA CANGGU,Bali,PT BALI PACIFIC PROPERTY,12 hari yang lalu,Rp 3.000.000 – Rp 4.000.000 per month,3000000.0,4000000.0,month,IDR
Bartender25142121,Kuta Utara,Fairfield by Marriott,8 hari yang lalu,,,,,
Primary School Teacher,Badung,PT Green Tech Group,8 hari yang lalu,Rp 3.000.000 per month,3000000.0,3000000.0,month,IDR
